"번호","운영기관명","상품명","운영기관구분","상품구분","학자금유형구분","대학구분","학년구분","학과구분","성적기준 상세내용","소득기준 상세내용","지원내역 상세내용","특정자격 상세내용","지역거주여부 상세내용","선발방법 상세내용","선발인원 상세내용","자격제한 상세내용","추천필요여부 상세내용","제출서류 상세내용","홈페이지주소","모집시작일","모집종료일"
"697","(재)서암윤세영재단","국내 박사과정 연구지원사업","민간(기업)","장학금","기타","일반대학원","해당없음","공학계열/사회계열/인문계열/자연계열","해당없음","해당없음","지원금액 : 최대 9천 7백만원 * 코스웍을 마칠 때까지의 등록금 전액과 월 100만원의 연구지원금 (* 지원기간 : 석박사통합과정 최대 5.5년 / 박사과정 최대 4.5년 / 석사과정 최대 2.5년 ※ 2년 지원 후 중간평가를 거쳐 지원 계속 여부를 결정)","국내대학원에서 석사/박사 통합/ 박사학위 과정 중인 자 (휴학중인 자 제외)지도교수 등의 추천을 받은 분타 재단이나 단체/ 기관으로부터 지원을 받고 있지 않은 분 * 위 세가지 기준을 '모두' 충족해야 합니다.","해당없음","1차 : 서류심사 * 접수된 서류 미반환2차 : 별도 구성되는 심사위원회에서 심의·선발","0명 (이·공/ 인문·사회 구분 없음)","타 재단이나 단체/ 기관으로 부터 지원을 받는 자지원기간 중 학위를 취득하거나 중도 포기할 경우 지원 종료","소속대학교(원)의 총장이나 원장 또는 학장의 추천을 받은 자","지원신청서자기소개서연구계획서학부/ 대학원 직전까지의 전체 성적증명서경력/ 수상실적 등을 증명할 수 있는 증빙서류 사본논문 및 연구실적(특허 포함)을 증명할 수 있는 증빙서류 사본 * 논문은 표제지와 초록/ 특허는 특허등록/ 출원증 사본 등 제출)지도교수 등의 추천서 1부 (자유양식/ 분량 제한 없음) * 양식은 홈페이지에서 다운받을 것/ 자세한 사항은 홈페이지 참고","http://foundation.sbs.co.kr/seoam.cmd?act=index","2022-04-29","2022-05-13"
"698","(재)서암윤세영재단","대학장학생","민간(기업)","장학금","성적우수","특정대학","대학2학기","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기(1학년 1학기) 성적 4.0(4.5만점) 이상인 학생 ※ 참가국 5개국 이상인 국제 공인 공모전 또는 공인 대회에서 입상하거나 중앙행정기관이나 공신력있는 국내 기관이 주최하는 전국 규모의 공모전 또는 대회에서 1위 입상한 경력이 있는 경우 학점 무관","해당없음","등록금 전액 (졸업 시까지 7학기)매 월 봉사 활동비 지원(월 500000원 이내)교환학생 체재비 지원(1학기에 한해 총 700만원)","대한민국 국적/ 학부1학년 재학중인 자 QS세계대학랭킹 또는 중앙일보 대학평가 상위 20위 이내 대학 소속 학생","해당없음","온라인 응모 서류 접수서류 심사면접 심사","해당없음","2학기 휴학 예정자전 학기 성적이 평점 평균 3.5 미만일 경우 지급 중단타 재단이나 단체로부터 중복 수혜일 경우 ","해당없음","자기소개서1학년 1학기 성적표주민등록등본한국장학재단 발급 학자금 지원구간 통지서수상내역 증빙서류 * 자세한 사항은 첨부파일 참조","http://foundation.sbs.co.kr/seoam.cmd?act=index","2023-07-10","2023-07-24"
"699","재단법인 DB김준기문화재단","DB드림리더장학금","민간(기업)","장학금","소득구분","4년제(5~6년제포함)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/사회계열","전체학기 평점평균이 3.0 이상인 학부생 ","한국장학재단 소득구간 2구간 이하","1인당 1800000원 (월 300000원 * 6개월 학업장려금금)","학업열의가 높으나 가정형편이 곤란하여 학업에 어려움을 겪는 자경영·경제대학/ 공과대학 소속 학부생 (복수전공 가능)","해당없음","학교에서 지원자 중 장학금 대상자를 추천하면 재단이 서류전형을 통해 합격자를 최종 확정","학교별별 3명 ","휴학생 제외","학과장 또는 지도교수 이상의 추천","소득구간 증명확인서장학신청서 (온라인작성)추천서성적증명서재학증명서 * 학교 추천 방식으로/ 각 학교 장학부서에 문의 필수","https://www.dbfoundation.or.kr","2022-09-20","2022-10-12"
"700","재단법인 DB김준기문화재단","금융 수리 장학생","민간(기업)","장학금","기타","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","학기당(5월 11월) 100만원 학업지원금 지급보험계리사 최종 취득 시 축하금 100만원 추가 지급","국내 대학에 재학 중인 우수 학부생보험계리사 1차 이상 합격자학업에 대한 열의가 높고/ 구체적인 진로계획과 비전을 가지고 있는 학생 ","해당없음","해당없음","00명","보험계리사 최종합격자 지원 불가","해당없음","학업지원금 신청서 및 학업계획서개인정보 수집 및 이용동의서전학년 성적증명서보험계리사 1차 합격사실확인서 및 2차 과목별 합격사실확인서재학(휴학)증명서학자금 지원구간(소득분위) 통지서통장 및 신분증 사본 (합격 이후) * 자세한 사항은 홈페이지 공고문 참조","www.dbfoundation.or.kr","2023-09-15","2023-10-13"
"701","롯데장학재단","멘토링장학금","민간(기업)","장학금","성적우수","4년제(5~6년제포함)","대학2학기/대학3학기/대학4학기/대학6학기/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 3.2/4.5(3.0/4.3) 이상 또는 총(평균)평점 3.5/4.5(3.3/4.3) 이상 이수학점 12학점 이상 * 기준학기: 2022년 2학기","소득분위 8분위 이내","4000000원멘토링 활동비: 월 15만원 * 자세한 내용은 소속대학 장학공지 참고","센터 인근 4년제 대학생으로서 초/중/고등학생 학습지도 가능한자2023-2학기 기준 대학교 2학년 재학생","해당없음","대학 추천> 재단심사> 멘토링 프로그램 수료> 장학금 지급 및 멘토링 활동동","해당없음","실습/ 교환/인턴/연수/ 군입대/ ROTC/ 휴학 등의 사유로 지속적인 멘토링 활동이 어려운 자","해당없음","지원신청서","http://www.lottefoundation.or.kr/","2023-05-11","2023-05-25"
"702","롯데장학재단","국학우수인재 장학금","민간(기업)","장학금","성적우수","일반대학원/전문대학원","박사과정/석사2학기이상/석사신입생(1학기)","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 성적 4.0/4.5 또는 3.5/4.0이상 유지 ","해당없음","학기당 750만원 (연 1500만원)박사학위과정 내 연구과정으로 전환된 자 : 학기당 500만원 * 학기당 750만원 한도 내 등록금 전액 우선지원 후 차액 학습보조비 지원","국내외 정규대학원 과정에 등록한 내외국인 중 국학(국사/ 국악 등)관련 전공 중인 대학원생석사/ 박사 재학생장학금 지원 기간 내에 1편 이상의 연구논문 제출이 가능한 자","해당없음","해당없음","00명","국학우수인재수혜자는 등록금 명목의 타 장학금 중복 수혜 불가박사 수료자 및 졸업생 지원 불가","해당없음","합격증명서 및 직전학력 최종 성적재학증명서/성적증명서커리큘럼연구 논문 등의 기존 연구성과물교수 추천서수상실적 증빙자료 * 자세한 사항 공고문 참조","http://www.lottefoundation.or.kr/","2023-01-18","2023-02-07"
"703","롯데장학재단","취업준비생 특별 장학생","민간(기업)","장학금","성적우수","4년제(5~6년제포함)","대학5학기/대학6학기/대학7학기/대학8학기이상/연령제한/제한없음","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","총 (평균)평점 기준 3.2/4.5(3.0/4.3) 이상","한국장학재단 소득분위 증명가능한 자0분위 ~ 1분위~10분위 모두 가능","1000000원 * 1회성"," * 국내 4년제 대학교 재학생(대한민국 국적 소지자)4년제 : 정규과정 6학기 이상 수료자 / 6년제 : 정규과정 10학기 이상 수료자","해당없음","서류합격 > 자기소개서 첨삭 진행 > 장학금 지급","1/000명 ","졸업생 및 취준생 1~3기 장학생 지원불가생계유지/ 대학원 진학 및 유학 등 취업과 무관할 경우 지원 불가","해당없음"," * 기관 홈페이지에서 온라인 지원신청서 작성 / 자세한 내용은 롯데장학재단 홈페이지에서 확인성적증명서학자금 지원구간 통지서(소득분위확인서)어학성적 증빙서류재학증명서 / 휴학증명서 / 졸업예정증명서 ","http://www.lottefoundation.or.kr/","2023-04-03","2023-04-13"
"704","(재)일주학술문화재단","국내학사","민간(기업)","장학금","성적우수","4년제(5~6년제포함)","대학2학기/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","평점 3.0/4.5이상(예체능 전공자 포함)","해당없음","최대 5학기 등록금 전액 또는 생활비 장학금(1700000원) 중 택1멘토링 보조금우수멘토 시상 ","국내 4년제 대학교 2학년 1학기 재학생멘토링 봉사활동 가능자 (학기당 30시간)","해당없음","서류심사면접심사","60명 내외"," * 타 장학금 중복수혜자 및 예정자 제외(근로장학금 제외) * 졸업예정자 및 입학예정자 제외","해당없음","재학증명서 (필수)성적증명서 (필수)멘토링 계획서 (필수)해당 내용 작성 시 제출서류 (해당자) : 봉사활동확인서 / 대외활동 증빙서류 / 수상내역 증빙서해당자 소득 증빙서류 (해당자) : 보호시설 거주 또는 퇴소자 증빙서류 / 수급자 증명서(생계·의료·보장) / 차상위계층 제증명서","https://www.iljufoundation.org/homepage/index.do","2023-03-13","2023-03-31"
"705","(재)일주학술문화재단","해외박사","민간(기업)","장학금","기타","일반대학원","박사과정/석사2학기이상/석사신입생(1학기)","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","총 USD 120000 (4년기준)입학 출국 졸업 귀국 시 항공료 총 2회 지원 * 박사과정/통합과정 기간 동일 교내 지원금에 따른 감액규정 없음","해외 우수 대학원 박사과정(Phd) 입학허가를 받은 신입생 (입학확정 허가를 의미하며/ 조건부 입학은 인정되지 않음)대한민국 국적 보유자국내대학 학사학위 취득자 * 위의 3가지 요건 모두 충족시 지원가능","해당없음","서류 및 학술연구심사 후 면접","00명","국외 영주권자나 이중국적 보유자는 제외","해당없음","온라인 지원서 : 홈페이지 작성 * 자세한 사항은 홈페이지 선발공고 참고","https://www.iljufoundation.org/homepage/index.do","2023-04-03","2023-04-21"
"706","대상문화재단","장학생","민간(기업)","장학금","성적우수","4년제(5~6년제포함)","대학3학기","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","1학년 평점평균 4.0(4.5만점) 이상인 자","해당없음","사립대학교 년간 9000000원  * 학기별 2회 분할지급단 장학생으로 선발된 자에게는 3년간 장학금을 지급(결격사유 발생즉시 장학금 지급 중단첨부파일 참조)","대학 2학년 진학 예정인 재학생국내 대학교 및 대학원 재학생(해외유학생 제외)성적이 우수하고 장래가 크게 기대되나 경제적 여건이 어려워 학비보조를 필요로 하는자","해당없음","추천의뢰 (재단에서 학교를 선정하여 장학과를 통해 장학생을 추천 받음) 대상자 추천 및 서류접수(대학→지원자→재단) 서류심사 및 개별면접 ","해당없음","성적 3.0미달타장학금 이중 수혜자","대학총장 추천 필요(개별신청 없음)소속대학 장학복지과 경유 ","***각 대학의 장학부서/학생처를 통해 문의 필수(개별신청 불가)***장학원서(재단 소정양식)총장 추천서학업성적증명서(1학년)장학금수령을 위한 학교 명의의 금융기관 통장사본학업수행 및 사회봉사계획서(작성요령은 첨부파일 참고)과외활동 및 수상경력/ 연구실적/ 자격증/ 봉사활동 경력 자료 등보호자의 소득 관련 자료개인정보의 수집 및 이용에 대한 동의서 1부 * 자세한 사항은 첨부파일 참고 * 재단에서 각 학교에 추천을 의뢰하여 선발함/ 개별신청은 불가","https://www.daesangfoundation.or.kr/","2021-12-07","2021-12-10"
